client_id,date_souscription,jour_souscription,secteur,pays,taille_entreprise,plan,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_total,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,couleur_theme_interface,code_datacenter,groupe_experimentation,commentaire_csm,sante_compte_fin_periode,valeur_vie_client_eur,churn
CLI-001153,02/01/2025,jeudi,Commerce,,pme, Pro ,1,47,17,36.2,1,0.1,16,2,0,1,4,13.9,2,4,"909,2",bleu,eu-w3,A,Mécontentement exprimé au support.,6,9692,1
CLI-003737,25/10/2024,vendredi,Finance,France, ETI ,Pro,3,124,92,74.2%,55,"20,9",16,9,1,1,0,11.6,3,1,3285.69,violet,ap-s1,A,,52,56580,0
CLI-002719,2024-06-03,lundi,Commerce,Belgique,GE, Business ,8,234,160,"68,4",65,46.2,26,14,4,0,2,7.0 h,4,1,"10824,4",violet,eu-w1,B,"Compte engagé, ambassadeur potentiel.",64,718957,0
CLI-001431,2023-03-05,dimanche,INDUSTRIE,Suisse,ETI,PRO,23,197,56,28.4,2,0.9,16,4,3,0,2,5.1,5,0,5294.48,bleu,eu-w3,A,,72,369025,0
CLI-000607,06 Jan 2025,lundi,Santé,Suisse, PME ,Pro,1,36,25,69.4,26,8.4,16,7,,0,3,15.2,,1,,clair,eu-w1,A,,43,25642,0
CLI-001995,29 Apr 2024,lundi,Tech,Belgique,TPE,Pro,9,11,6,54.5,17,4.0,16,4,1,8,6,,3,1,229.96,clair,ap-s1,B,,10,1131,1
CLI-002045,10 Feb 2023,vendredi,COMMERCE,France,PME,Business,24,7,4,"57,1",22,23.1,26,8,8,0,0,3.2,5,0,335.0,bleu,eu-w3,B,,80,11263,0
CLI-004555,2024-05-06,lundi,Tech,Belgique,eti,Business,9,186,91,48.9%,26,"13,0",26,13,,1,6,6.1,2,0,8197.13,bleu,us-e1,A,Mécontentement exprimé au support.,64,127711,0
CLI-001624,2024-08-07,mercredi, Public ,France,PME,Pro,6,22,7,31.8,4,0.2,16,4,1,0,5,"16,2",,1,472.55,sombre,ap-s1,control,,42,5425,0
CLI-000490,2023-12-03,dimanche, Finance ,France,TPE,Starter,14,3,2,66.7,32,19.0,8,3,5,1,1,21.9,4,0,37.61,violet,us-e1,A,,69,370,0
CLI-003478,24/12/2024,mardi,Public,France,ETI, Business ,1,140,80,57.1,43,"24,5",26,9,0,1,3,7.8,3,3,6273.76,sombre,ap-s1,control,Suivi standard.,14,123468,1
CLI-000978,05 Aug 2024,lundi,Industrie,France,TPE,STARTER,6,1,1,100.0,24,12.8,8,1,,2,2,21.0 h,4,1,10.91,bleu,ap-s1,control,,13,304,1
CLI-000876,2023-11-11,samedi,INDUSTRIE,France,TPE,starter,15,8,1,"12,5",4,1.9,8,0,3,0,0,16.8 h,,0,"105,89",violet,us-e1,control,Faible adoption des sièges.,69,7381,0
CLI-001927,2024-09-12,jeudi,,Allemagne, GE ,business,5,136,35,25.7,1,0.3,26,3,1,2,5,5.7,2,0,5264.91,sombre,us-e1,B,"Client insatisfait, risque de départ.",23,43172,1
CLI-002828,31/08/2024,samedi, Tech ,France,tpe,ENTERPRISE,5,8,1,,1,0.1,40,1,0,4,3,,4,1,588.62,violet,us-e1,B,,52,6757,0
CLI-000161,02/09/2024,lundi,ÉDUCATION,Suisse,TPE,STARTER,5,2,1,50.0,16,"4,8",8,3,0,0,0,20.7,4,0,"19,91",sombre,us-e1,control,,20,300,1
CLI-003328,06 Aug 2024,mardi,public,France,ETI,Business,6,185,149,80.5,49,22.9,26,12,0,2,3,8.8,3,1,9276.36,vert,us-e1,control,,40,106493,0
CLI-000945,03 Jul 2024,mercredi,Finance,Canada,TPE,Pro,7,10,4,40.0%,21,10.4,16,5,2,1,4,10.2,4,0,240.83,clair,ap-s1,control,RAS.,45,7504,0
CLI-000324,2024-05-05,dimanche,INDUSTRIE,France,TPE,PRO,9,8,3,37.5%,24,"10,3",16,4,3,1,3,11.4,4,,193.0,clair,eu-w1,control,Client très satisfait et actif.,61,8071,0
CLI-004903,2024-05-13,lundi,Industrie,Canada,tpe, Business ,9,2,2,"100,0",87,"94,5",26,12,1,1,0,0.8,4,1,"99,26",violet,us-e1,B,Compte dans la moyenne.,69,3012,0
CLI-001312,08 Dec 2023,vendredi, Commerce ,Allemagne, TPE ,Pro,14,3,1,"33,3",11,6.2,16,5,3,3,0,0.5,,0,59.59,vert,us-e1,A,,75,1808,0
CLI-001412,07/01/2025,mardi, Commerce ,Allemagne,ETI, Starter ,1,81,56,69.1,30,20.2,8,4,0,0,7,"34,0",3,2,,sombre,eu-w1,control,"Multiples tickets ouverts, friction élevée.",5,5301,1
CLI-003090,26/10/2024,samedi,Tech,France, ETI ,Business,3,49,22,44.9,20,"7,6",26,7,1,2,2,,,1,2041.56,violet,ap-s1,control,,37,11719,0
CLI-003990,02 Jan 2025,jeudi,commerce,Canada,TPE,Starter,1,6,4,66.7,32,13.5,8,2,0,0,0,18.5,5,5,68.27,vert,ap-s1,control,Suivi standard.,5,504,1
CLI-004521,02 Jan 2025,jeudi, Éducation ,Belgique,eti,Business,1,141,104,"73,8",47,32.1,26,3,0,0,0,4.8 h,3,2,6085.66,violet,eu-w3,A,,19,79844,1
CLI-003449,13 Dec 2023,mercredi,,Espagne,TPE, Pro ,14,7,5,71.4,14,,16,6,0,1,5,13.5,2,0,200.9,violet,eu-w3,A,,20,1812,1
CLI-000182,04 Jan 2025,samedi,Industrie,Allemagne,PME,Pro,1,38,28,73.7%,52,10.1,16,6,0,0,1,15.7,3,1,981.43,vert,us-e1,B,Compte dans la moyenne.,17,17705,1
CLI-001125,2024-09-29,dimanche, Commerce ,France,PME,Business,4,8,7,,48,,26,8,3,3,0,1.8,5,3,"392,14",clair,us-e1,B,,61,16721,0
CLI-000292,08 Mar 2024,vendredi, Santé ,France, TPE ,Pro,11,1,1,100.0,77,39.3,16,7,2,0,9,"19,6",1,1,25.16,bleu,us-e1,B,,14,300,1
CLI-002057,11 Oct 2023,mercredi,Finance,France,PME, Pro ,16,49,35,71.4,30,5.8,16,7,2,2,1,13.3,3,0,1234.89 €,vert,ap-s1,A,,57,13164,0
CLI-001356,2024-04-06,samedi,Tech,France,TPE,pro,10,1,1,"100,0",77,"53,5",16,5,4,0,0,0.5,5,0,24.29,violet,eu-w3,control,Client très satisfait et actif.,72,418,0
CLI-000723,14 Dec 2023,jeudi,santé,Espagne,TPE,Starter,14,1,1,100.0,30,17.6,8,3,3,2,1,20.3,2,0,10.85,clair,ap-s1,control,"Client insatisfait, risque de départ.",66,300,0
CLI-003673,05/11/2023,dimanche,Finance,France,TPE,starter,15,5,3,60.0,42,29.4,8,3,5,2,1,20.2,4,1,,clair,eu-w3,A,,71,1395,0
CLI-002430,23 Nov 2024,samedi, Santé ,France,ETI,Pro,2,49,29,59.2,41,7.3,16,7,0,2,3,10.1,2,1,,vert,eu-w3,B,Mécontentement exprimé au support.,13,22623,1
CLI-004030,13 Aug 2024,mardi,Santé,Canada,PME,Enterprise,6,23,3,"13,0",1,0.1,40,6,0,30,3,3.8 h,3,1,1696.29,clair,eu-w1,control,Faible adoption des sièges.,18,34774,1
CLI-004027,01 Jun 2024,samedi,Commerce,Suisse,ETI,Pro,8,204,93,45.6%,17,,16,4,2,5,0,7.0,5,0,"5393,84",sombre,us-e1,A,Suivi standard.,71,132688,0
CLI-003612,07/01/2024,dimanche,Public,France,ETI,Business,13,194,65,"33,5",12,1.4,26,12,6,1,4,2.2,4,0,9268.09,violet,ap-s1,A,Client très satisfait et actif.,71,227995,0
CLI-001413,04/07/2023,mardi,Finance,Allemagne,PME, Pro ,19,51,32,62.7%,37,"14,6",16,5,3,0,2,"11,0",4,0,1231.43,sombre,ap-s1,A,,61,36352,0
CLI-001984,12 Nov 2023,dimanche, Finance ,Canada,TPE,Starter,15,10,3,"30,0",2,"0,7",8,2,4,5,1,"33,1",3,1,121.47,sombre,ap-s1,B,,42,3287,0
CLI-003791,01 Jan 2025,mercredi, Santé ,France,TPE, Pro ,1,2,1,50.0,19,7.1,16,10,0,0,1,13.0 h,3,0,54.09,clair,us-e1,A,,19,1597,1
CLI-004128,09 Nov 2022,mercredi, Industrie ,France,pme,Pro,27,56,36,"64,3",25,12.6,16,6,7,1,4,12.8,3,0,1664.42,clair,eu-w1,control,,71,102362,0
CLI-002798,2024-03-11,lundi,,Canada, ETI ,business,11,53,19,35.8,19,,26,8,2,2,6,8.4,2,0,1747.19,bleu,ap-s1,B,Mécontentement exprimé au support.,43,12894,0
CLI-000266,02 Oct 2024,mercredi,Public,France,TPE,Business,4,4,2,,21,"7,0",26,6,0,2,0,"3,3",4,4,183.84 €,violet,eu-w3,control,,14,2110,1
CLI-002516,30/03/2024,samedi,Public,France,PME, Starter ,10,17,3,17.6,4,"0,7",8,1,2,4,0,0.5,5,1,"186,76",vert,ap-s1,B,,61,2603,0
CLI-002622,02/01/2025,jeudi,industrie,Canada,PME, Pro ,1,48,18,,10,"2,1",16,4,0,8,3,"11,9",5,2,"1094,41",violet,us-e1,A,Suivi standard.,44,5384,0
CLI-001335,2024-12-28,samedi, Tech ,Belgique,PME,Pro,1,52,38,,71,14.2,16,10,1,1,2,10.5,,3,1221.86,bleu,us-e1,control,Compte dans la moyenne.,55,19037,0
CLI-004103,31 Oct 2023,mardi,,Canada,PME, Pro ,15,30,6,20.0,1,0.6,16,0,6,6,1,14.2,5,0,743.06,vert,eu-w1,control,Déploiement interne limité.,69,14623,0
CLI-000027,08 Oct 2023,dimanche, Santé ,France,pme,Pro,16,23,16,69.6%,18,9.3,16,7,3,0,5,14.2,3,0,636.49,bleu,eu-w1,B,,56,12526,0
CLI-002206,31 Aug 2023,jeudi,COMMERCE,Belgique,ETI, Pro ,17,72,32,44.4,11,"3,9",16,7,2,1,6,"19,9",1,0,1787.81,clair,ap-s1,B,Mécontentement exprimé au support.,28,76232,1
CLI-002849,07 Jan 2025,mardi,Commerce,France, TPE ,PRO,1,2,1,50.0,1,0.2,16,6,0,2,2,"9,4",4,,40.44,clair,eu-w3,B,,52,663,0
CLI-003380,2024-05-27,lundi,Tech,,TPE,Enterprise,8,3,1,33.3,20,"9,7",40,23,1,0,6,0.5,2,0,219.52 €,bleu,us-e1,B,"Client insatisfait, risque de départ.",55,4140,0
CLI-003904,30 Oct 2023,lundi,Commerce,France,PME,Pro,15,58,0,0.0,0,0.0,16,0,0,172,0,9.7 h,4,0,1408.02,sombre,eu-w1,control,"Compte peu actif, relance nécessaire.",0,36946,1
CLI-004952,2024-03-07,jeudi,Commerce,France,pme,Pro,11,23,17,73.9,67,67.7,16,9,1,1,2,,3,0,"551,45",bleu,eu-w3,A,,58,23966,0
CLI-001352,2023-03-05,dimanche,Tech,,tpe,Pro,23,3,2,"66,7",58,50.4,16,13,7,0,0,8.1,5,0,76.59,sombre,eu-w3,control,,85,1130,0
CLI-000708,04 Nov 2024,lundi,Finance,France, PME , Pro ,3,21,10,47.6,18,"4,8",16,5,1,2,0,10.3,2,1,"417,79",bleu,eu-w1,A,,17,2741,1
CLI-001780,2022-05-13,vendredi,commerce,Belgique,TPE,Starter,33,4,1,"25,0",4,1.3,8,0,10,18,0,10.8,4,0,50.99,vert,us-e1,control,,78,2258,0
CLI-003667,24/12/2024,mardi,tech,,pme,STARTER,1,24,5,20.8%,6,0.3,8,2,0,1,5,22.6,2,1,234.29,sombre,ap-s1,B,,16,2690,1
CLI-002121,2022-12-08,jeudi, Tech ,Canada,tpe,Starter,26,9,0,0.0,0,0.0,8,0,0,48,5,21.1,3,0,114.62,clair,ap-s1,control,Faible adoption des sièges.,3,2444,1
CLI-002244,08/10/2023,dimanche,Santé,France,PME,PRO,16,57,15,26.3%,10,0.5,16,3,3,5,3,10.2,3,0,1330.49 €,vert,eu-w3,B,Compte dans la moyenne.,62,21820,0
CLI-001645,2024-11-07,jeudi,Commerce,Allemagne,tpe,Enterprise,3,3,0,0.0,0,0.0,40,0,0,90,5,5.2,3,3,196.51,clair,eu-w3,control,Usage en forte baisse ce trimestre.,0,1934,1
CLI-000210,2023-12-13,mercredi,Éducation,France,pme,Business,14,12,6,50.0%,23,,26,6,2,3,6,5.2,3,0,687.56,violet,us-e1,A,,64,15223,0
CLI-003150,13 Sep 2023,mercredi,Éducation,,PME,pro,17,56,29,51.8%,9,4.1,16,4,2,3,7,20.6 h,2,0,1380.22,vert,ap-s1,A,"Client insatisfait, risque de départ.",20,12450,1
CLI-003993,2024-08-02,vendredi, Éducation ,Allemagne,TPE,Starter,6,8,1,12.5,6,1.1,8,1,3,6,3,15.7 h,5,4,88.77,sombre,eu-w3,control,,53,1092,0
CLI-003504,26 Dec 2024,jeudi,TECH,France,pme,Starter,1,32,0,0.0%,0,0.0,8,0,0,30,2,16.3,2,1,340.78,violet,eu-w1,A,Mécontentement exprimé au support.,0,3633,1
CLI-002740,2023-08-10,jeudi,Finance,France,PME, Business ,18,34,6,17.6%,1,0.4,26,5,4,2,1,5.1 h,4,0,1339.72,bleu,eu-w3,A,Déploiement interne limité.,67,7690,0
CLI-002419,07 May 2023,dimanche,tech,Belgique,TPE,Enterprise,21,8,4,50.0,23,14.5,40,17,3,0,1,2.6,4,0,700.16,bleu,eu-w3,control,,80,13779,0
CLI-003725,04 Jan 2025,samedi, Industrie ,Belgique,PME,ENTERPRISE,1,8,1,12.5,1,"0,1",40,16,0,3,4,2.3 h,,0,590.01,bleu,eu-w3,A,,11,2903,1
CLI-004351,05 Mar 2024,mardi,Éducation,France,PME, Pro ,11,32,18,56.2,28,8.9,16,5,1,1,7,"18,8",2,1,959.06,bleu,eu-w3,B,"Client insatisfait, risque de départ.",14,36962,1
CLI-003979,05/11/2024,mardi,commerce,Espagne,ETI,Pro,3,64,22,34.4,9,2.5,16,5,1,2,2,,3,2,1210.71,bleu,eu-w1,control,RAS.,51,9928,0
CLI-001926,2024-11-30,samedi,Commerce,France,TPE, Pro ,2,1,1,100.0,44,30.4,16,5,0,4,2,11.5 h,5,1,18.24 €,violet,ap-s1,A,,63,300,0
CLI-004528,09/03/2023,jeudi,PUBLIC,France,TPE,Starter,23,3,2,"66,7",25,"20,8",8,2,6,2,0,16.3,5,0,36.67,sombre,us-e1,B,,80,1744,0
CLI-001482,2023-06-11,dimanche,Tech,Espagne,PME,Business,20,53,20,"37,7",27,12.8,26,4,4,0,3,7.8,2,0,2229.9,sombre,eu-w1,control,Mécontentement exprimé au support.,82,20114,0
CLI-004396,01/09/2023,vendredi,FINANCE,France,ETI,Pro,17,55,0,0.0,0,0.0,16,0,0,75,0,"10,1",4,0,1460.66,sombre,eu-w3,control,"Compte peu actif, relance nécessaire.",42,14373,0
CLI-004050,2023-05-03,mercredi,Industrie,Belgique,PME,BUSINESS,21,34,32,"94,1",118,93.9,26,19,8,0,4,"8,0",2,0,"1727,79",violet,us-e1,A,"Client insatisfait, risque de départ.",90,86424,0
CLI-000101,2024-01-08,lundi,Commerce,France,ETI,Enterprise,13,49,8,16.3,1,0.3,40,14,4,9,0,0.5,4,1,3850.49,vert,eu-w3,B,Faible adoption des sièges.,68,82092,0
CLI-003272,15 Sep 2023,vendredi,Industrie,France,PME,Pro,17,58,35,"60,3",1,0.3,16,8,3,2,1,8.0,4,0,1522.38,bleu,eu-w3,control,"Compte engagé, ambassadeur potentiel.",60,23719,0
CLI-003286,2023-06-05,lundi,COMMERCE,Canada,PME,Starter,20,35,25,"71,4",42,33.4,8,3,,0,5,41.8,2,0,365.41,vert,eu-w1,control,,50,6592,0
CLI-000423,2023-10-12,jeudi,Santé,France,eti,BUSINESS,16,142,38,"26,8",4,"0,8",26,4,3,3,4,6.4,2,0,"6250,62",vert,eu-w1,A,"Client insatisfait, risque de départ.",62,41004,0
CLI-000865,06 Oct 2023,vendredi,Industrie,Allemagne,PME,Enterprise,16,8,3,"37,5",1,,40,9,6,9,0,1.7,4,0,657.81,clair,eu-w3,B,"Compte engagé, ambassadeur potentiel.",76,8630,0
CLI-003473,2024-07-14,dimanche,tech,France,PME,Pro,7,37,9,24.3%,4,1.6,16,5,1,0,6,20.3,2,0,836.09 €,bleu,eu-w3,control,,13,12341,1
CLI-000669,04/12/2022,dimanche,Commerce,France,tpe,Business,26,5,2,40.0,8,3.2,26,4,2,10,8,13.4 h,1,0,216.28,clair,ap-s1,control,,48,3902,0
CLI-004768,2025-01-08,mercredi,public,France, GE ,Business,1,738,313,42.4,19,2.3,26,15,0,0,1,2.6,5,0,26920.81,sombre,us-e1,B,,54,198676,0
CLI-003139,2023-11-12,dimanche,Finance,France,TPE,Pro,15,3,1,33.3%,2,"0,2",16,1,5,0,1,7.9,5,0,"67,04",violet,ap-s1,control,,70,3408,0
CLI-003270,08/10/2024,mardi,Finance,France, ETI ,BUSINESS,4,86,44,51.2%,15,7.4,26,6,0,0,0,2.2,,,3482.56,vert,ap-s1,A,Compte dans la moyenne.,52,28557,0
CLI-003633,2023-05-12,vendredi,Commerce,France,PME,pro,21,32,21,65.6,18,4.8,16,2,3,3,0,5.3,5,0,"976,45",bleu,eu-w3,B,"Compte engagé, ambassadeur potentiel.",72,39234,0
CLI-001595,2024-07-06,samedi,Commerce,France,PME,pro,7,56,19,"33,9",7,"0,4",16,0,2,0,2,"12,4",3,0,1312.47 €,violet,ap-s1,A,Suivi standard.,49,22601,0
CLI-001801,06 Oct 2024,dimanche, Commerce ,Espagne,TPE,Starter,4,4,2,50.0%,21,8.9,8,1,2,1,2,17.8 h,3,0,56.66,clair,eu-w3,B,,43,4321,0
CLI-001920,02/08/2024,vendredi,TECH,France,TPE,Starter,6,10,7,"70,0",66,33.3,8,4,1,0,2,26.8,3,0,"107,52",violet,eu-w3,B,RAS.,53,970,0
CLI-000412,2024-12-27,vendredi, Finance ,France,GE,Enterprise,1,260,122,46.9%,23,7.0,40,26,0,1,1,4.0 h,2,0,18496.1,clair,eu-w3,A,"Client insatisfait, risque de départ.",53,136501,0
CLI-004233,2024-03-13,mercredi,FINANCE,France,tpe,starter,11,7,5,71.4,28,14.0,8,4,1,0,3,27.8,4,0,91.95 €,clair,us-e1,A,Compte dans la moyenne.,47,2337,0
CLI-004848,10 Dec 2023,dimanche,Santé,France,ETI, Business ,14,116,86,74.1%,51,,26,14,3,2,1,4.5,5,0,6680.23,vert,us-e1,control,"Compte engagé, ambassadeur potentiel.",62,175289,0
CLI-000957,2024-03-09,samedi,Finance,France,TPE,pro,11,4,1,25.0%,8,4.0,16,6,1,0,2,9.7,4,0,117.05,clair,us-e1,B,,57,3551,0
CLI-001506,03 Dec 2023,dimanche,Finance,Belgique,eti,Business,14,106,83,78.3%,74,"48,1",26,9,2,1,1,"3,3",3,0,5734.01,sombre,eu-w3,A,,76,94038,0
CLI-004859,16 Jan 2024,mardi,commerce,Belgique,PME,pro,13,24,21,"87,5",67,51.3,16,10,4,1,0,,5,,"700,59",vert,ap-s1,control,,83,20107,0
CLI-001075,12/07/2024,vendredi,Tech,France,PME, Business ,7,46,21,,3,"0,3",26,6,0,7,1,6.7,4,2,2043.59,vert,eu-w3,B,,42,18433,0
CLI-000841,11 Jun 2023,dimanche,Éducation,France,PME,STARTER,20,7,4,57.1,19,"6,8",8,4,4,2,1,21.2,5,0,"93,37",violet,eu-w1,B,Client très satisfait et actif.,70,4594,0
CLI-002300,04 Mar 2024,lundi,COMMERCE,Canada,TPE,Starter,11,3,1,33.3,1,0.4,8,1,1,9,0,16.4,4,0,32.59,vert,ap-s1,A,,58,454,0
CLI-003651,2024-02-01,jeudi,Tech,Allemagne,TPE,starter,12,1,1,100.0%,1,"0,1",8,2,2,30,0,15.1 h,4,1,"11,29",vert,eu-w3,control,Suivi standard.,49,300,0
CLI-001103,2024-12-04,mercredi,Commerce,France,PME,pro,2,59,33,"55,9",26,"26,1",16,7,2,0,14,"15,0",3,1,1435.55,violet,ap-s1,A,"Multiples tickets ouverts, friction élevée.",41,18834,0
CLI-004373,2024-12-29,dimanche,Santé,Espagne,tpe,Starter,1,5,3,60.0,35,26.3,8,4,0,0,2,23.3,4,0,57.01,clair,eu-w3,B,,44,608,0
CLI-003458,2023-10-09,lundi,INDUSTRIE,Allemagne,TPE, Starter ,16,2,1,50.0,5,1.2,8,2,,1,0,0.5,5,0,24.52,bleu,eu-w1,A,"Compte engagé, ambassadeur potentiel.",72,300,0
CLI-003043,04 Jan 2025,samedi,INDUSTRIE,France,PME,Pro,1,23,13,,19,7.0,16,8,0,3,3,11.9,4,3,532.52,sombre,ap-s1,control,,42,8733,0
CLI-002794,24/10/2024,jeudi,Éducation,France,ETI,Enterprise,3,57,37,64.9,30,11.6,40,18,0,1,5,2.9,3,2,4752.07,bleu,eu-w3,A,,57,179248,0
CLI-002947,05/07/2023,mercredi,INDUSTRIE,France,TPE,Starter,19,8,0,"0,0",0,0.0,8,0,0,31,3,26.8,2,0,72.76,bleu,ap-s1,control,,16,1551,1
CLI-001667,10 Dec 2023,dimanche,FINANCE,Suisse,TPE, Starter ,14,9,6,66.7,35,"15,3",8,2,5,1,2,22.1,4,0,129.59,violet,eu-w1,control,Client très satisfait et actif.,63,3188,0
CLI-002564,01 Jan 2024,lundi,SANTÉ,Allemagne,ETI,Pro,13,84,56,66.7,38,"16,1",16,8,2,1,3,9.9,4,0,1967.36,clair,eu-w1,control,Suivi standard.,68,32265,0
CLI-003751,28 May 2024,mardi,ÉDUCATION,France,pme,Enterprise,8,45,13,28.9,4,1.0,40,7,2,2,3,"2,1",,2,"3890,07",clair,us-e1,control,Suivi standard.,58,79746,0
CLI-004006,2023-03-18,samedi,Éducation,France,TPE, Pro ,23,2,1,50.0,27,27.7,16,10,2,1,4,"8,7",4,0,"49,21",vert,ap-s1,A,,62,767,0
CLI-002049,13/06/2024,jeudi,Finance,France,PME,Pro,8,26,20,76.9,47,30.6,16,11,3,1,3,"12,1",4,0,567.86,clair,ap-s1,A,"Compte engagé, ambassadeur potentiel.",65,5588,0
CLI-003212,2024-09-03,mardi,Tech,Canada,PME,pro,5,34,32,94.1%,107,"113,4",16,11,1,0,0,10.0,5,0,812.85,violet,ap-s1,control,Compte dans la moyenne.,69,28661,0
CLI-004398,2024-12-29,dimanche,Santé,Espagne,TPE,Starter,1,7,5,71.4,51,"11,2",8,2,0,1,1,"20,0",3,2,66.27,violet,eu-w3,B,Compte dans la moyenne.,47,761,0
CLI-000181,07 Nov 2023,mardi,Santé,France,PME,Pro,15,46,13,"28,3",1,"0,3",16,4,2,29,2,"11,2",5,0,983.1,clair,eu-w1,B,,56,12898,0
CLI-000735,05/08/2024,lundi,,Belgique, ETI ,ENTERPRISE,6,44,6,13.6,1,0.3,40,4,2,0,1,4.2 h,3,1,2407.78 €,vert,eu-w1,A,Déploiement interne limité.,42,7898,0
CLI-004410,2025-01-10,vendredi,Public,France,PME, Business ,1,53,41,77.4,56,28.7,26,3,0,1,2,3.2,3,1,2618.87 €,sombre,us-e1,control,,18,57982,1
CLI-002464,05 Dec 2023,mardi, Industrie ,France, TPE ,STARTER,14,1,1,100.0,1,0.1,8,0,5,15,0,4.7,5,1,"10,67",clair,ap-s1,A,,63,300,0
CLI-002402,11/01/2024,jeudi,Éducation,Belgique,PME,Pro,13,35,8,22.9,1,0.2,16,3,2,9,0,,5,1,740.81,clair,eu-w1,control,Déploiement interne limité.,50,12757,0
CLI-004894,28/07/2024,dimanche,Industrie,France,ETI,Pro,6,166,76,45.8,27,,16,12,0,0,0,4.1,,1,"3802,1",bleu,eu-w3,B,,57,49884,0
CLI-003260,2023-05-13,samedi,PUBLIC,Belgique, PME ,BUSINESS,21,58,12,"20,7",1,0.6,26,6,1,29,7,"6,5",,0,2467.59,vert,eu-w1,control,,6,24281,1
CLI-002712,11 Nov 2023,samedi,Public,France,GE,ENTERPRISE,15,488,63,"12,9",1,0.1,40,4,4,8,0,5.5,5,0,29798.53,violet,ap-s1,control,Déploiement interne limité.,55,268783,0
CLI-000021,2023-05-16,mardi,Commerce,France,PME,Business,21,18,11,61.1,28,"10,9",26,11,4,1,3,7.7,,0,"727,37",vert,eu-w1,A,,74,17297,0
CLI-002074,2024-02-04,dimanche,Industrie,Allemagne,ETI,business,12,101,29,"28,7",9,0.5,26,12,1,17,2,0.5,4,0,4848.23,violet,eu-w1,control,,45,47707,0
CLI-001572,2023-06-03,samedi,Finance,Belgique,ETI,Enterprise,20,195,91,46.7%,24,19.3,40,14,6,0,4,5.6 h,4,0,12149.17,vert,eu-w1,A,"Compte engagé, ambassadeur potentiel.",74,159397,0
CLI-002623,19 Oct 2022,mercredi, Public ,France,ETI,Business,28,34,18,52.9%,7,1.6,26,11,2,4,0,4.8,5,0,1947.95,vert,eu-w1,A,,88,44725,0
CLI-003182,09 Feb 2024,vendredi,Éducation,France,PME,Pro,12,9,8,"88,9",85,83.4,16,11,3,2,0,10.9,5,0,281.42,clair,ap-s1,control,"Compte engagé, ambassadeur potentiel.",69,23307,0
CLI-001628,15 Apr 2023,samedi,public,France,tpe,Pro,22,4,2,50.0,23,9.4,16,6,8,0,0,10.9 h,4,0,104.05,clair,ap-s1,A,Client très satisfait et actif.,95,5375,0
CLI-003027,14/01/2024,dimanche,Industrie,France,eti,BUSINESS,13,169,117,69.2,24,9.6,26,8,4,1,1,9.3 h,4,0,8819.12,sombre,eu-w3,B,,58,130170,0
CLI-003217,2024-06-11,mardi,Public,Canada,tpe,Pro,8,4,2,50.0,19,4.1,16,3,5,2,1,5.9,5,0,"110,89",vert,eu-w1,control,,73,5638,0
CLI-001284,2023-12-01,vendredi,Commerce,France,ETI,Business,14,106,48,45.3,15,9.4,26,6,6,1,6,11.2,3,0,4355.14,bleu,us-e1,control,RAS.,55,103565,0
CLI-001729,06 Jan 2024,samedi,santé,France,PME, Pro ,13,34,0,"0,0",0,0.0,16,0,0,33,9,"18,9",2,0,722.12,violet,us-e1,B,"Client insatisfait, risque de départ.",7,8290,1
CLI-000310,16 Mar 2024,samedi,Tech,Espagne,tpe,Pro,11,8,6,75.0,53,"27,7",16,8,1,1,1,13.3,5,,221.41,vert,ap-s1,B,,59,13617,0
CLI-002990,18/06/2023,dimanche,COMMERCE,Espagne,TPE,PRO,20,10,3,30.0%,3,"0,8",16,1,9,3,2,12.3,5,0,"274,77",vert,eu-w1,B,,83,2028,0
CLI-004054,2023-09-09,samedi,finance,Allemagne, TPE , Starter ,17,8,5,62.5,44,24.8,8,2,4,1,0,13.8 h,5,0,"99,7",vert,eu-w3,control,"Compte engagé, ambassadeur potentiel.",79,1145,0
CLI-004048,2023-06-05,lundi,Commerce,France,ETI,Starter,20,114,35,30.7,1,"0,3",8,2,2,11,1,26.4 h,2,0,1121.64,violet,eu-w3,control,,58,39549,0
CLI-001900,31 Dec 2024,mardi,,,TPE,Pro,1,1,1,"100,0",1,0.4,16,5,,7,0,13.7,4,3,19.81,sombre,us-e1,control,,44,300,0
CLI-000651,17/05/2023,mercredi,,France,PME,Business,21,32,23,71.9%,38,18.3,26,13,7,1,3,5.1,3,0,"1653,59",violet,eu-w3,control,,64,48814,0
CLI-000736,09/08/2024,vendredi,Tech,Suisse,PME,starter,6,13,4,,10,4.0,8,1,2,3,0,18.9,3,1,142.36,clair,eu-w1,A,Suivi standard.,59,1518,0
CLI-002838,2024-03-28,jeudi,commerce,France,TPE, Business ,10,1,1,100.0,41,23.4,26,5,2,0,5,,2,0,38.88,sombre,us-e1,control,,50,925,0
CLI-002132,26 Dec 2024,jeudi,Commerce,Canada,tpe,starter,1,2,2,"100,0",51,"43,8",8,5,0,1,0,"12,7",5,0,27.11,violet,us-e1,control,,54,1289,0
